date,city,aqi
2024-01-28,Cuddalore,46
2024-01-29,Cuddalore,86
2024-01-30,Cuddalore,67
2024-01-31,Cuddalore,44
2024-02-01,Cuddalore,38
2024-02-02,Cuddalore,25
2024-02-03,Cuddalore,38
2024-02-04,Cuddalore,36
2024-02-05,Cuddalore,32
2024-02-06,Cuddalore,69
2024-02-07,Cuddalore,140
2024-02-08,Cuddalore,67
2024-02-09,Cuddalore,76
2024-02-10,Cuddalore,62
2024-02-11,Cuddalore,93
2024-02-12,Cuddalore,77
2024-02-13,Cuddalore,38
2024-02-14,Cuddalore,48
2024-02-15,Cuddalore,79
2024-02-16,Cuddalore,68
2024-02-17,Cuddalore,65
2024-02-18,Cuddalore,69
2024-02-19,Cuddalore,82
2024-02-20,Cuddalore,82
2024-02-21,Cuddalore,89
2024-02-22,Cuddalore,83
2024-02-23,Cuddalore,80
2024-02-24,Cuddalore,70
2024-02-25,Cuddalore,58
2024-02-26,Cuddalore,50
2024-02-27,Cuddalore,46
2024-02-28,Cuddalore,49
2024-02-29,Cuddalore,60
2024-03-01,Cuddalore,70
2024-03-02,Cuddalore,86
2024-03-03,Cuddalore,82
2024-03-04,Cuddalore,94
2024-03-05,Cuddalore,96
2024-03-06,Cuddalore,88
2024-03-07,Cuddalore,63
2024-03-08,Cuddalore,44
2024-03-09,Cuddalore,74
2024-03-10,Cuddalore,82
2024-03-11,Cuddalore,72
2024-03-12,Cuddalore,63
2024-03-13,Cuddalore,45
2024-03-14,Cuddalore,91
2024-03-15,Cuddalore,58
2024-03-16,Cuddalore,70
2024-03-18,Cuddalore,37
2024-03-19,Cuddalore,47
2024-03-20,Cuddalore,80
2024-03-21,Cuddalore,52
2024-03-22,Cuddalore,42
2024-03-24,Cuddalore,49
2024-03-25,Cuddalore,39
2024-03-26,Cuddalore,36
2024-03-27,Cuddalore,74
2024-03-28,Cuddalore,60
2024-03-29,Cuddalore,41
2024-03-30,Cuddalore,52
2024-03-31,Cuddalore,22
2024-04-01,Cuddalore,14
2024-04-02,Cuddalore,14
2024-04-03,Cuddalore,18
2024-04-05,Cuddalore,329
2024-04-06,Cuddalore,143
2024-04-07,Cuddalore,159
2024-04-08,Cuddalore,74
2024-04-09,Cuddalore,45
2024-04-10,Cuddalore,66
2024-04-11,Cuddalore,49
2024-04-12,Cuddalore,122
2024-04-13,Cuddalore,49
2024-04-15,Cuddalore,85
2024-04-17,Cuddalore,118
2024-04-18,Cuddalore,107
2024-04-19,Cuddalore,51
2024-04-20,Cuddalore,51
2024-04-21,Cuddalore,68
2024-04-22,Cuddalore,57
2024-04-23,Cuddalore,67
2024-04-24,Cuddalore,50
2024-04-25,Cuddalore,61
2024-04-26,Cuddalore,54
2024-04-27,Cuddalore,71
2024-04-28,Cuddalore,68
2024-04-29,Cuddalore,65
2024-04-30,Cuddalore,69
2024-05-01,Cuddalore,38
2024-05-02,Cuddalore,39
2024-05-03,Cuddalore,58
2024-05-04,Cuddalore,32
2024-05-05,Cuddalore,51
2024-05-06,Cuddalore,68
2024-05-07,Cuddalore,94
2024-05-09,Cuddalore,39
2024-05-10,Cuddalore,36
2024-05-11,Cuddalore,49
2024-05-13,Cuddalore,31
2024-05-14,Cuddalore,34
2024-05-15,Cuddalore,26
2024-05-17,Cuddalore,22
2024-05-18,Cuddalore,30
2024-05-19,Cuddalore,31
2024-05-20,Cuddalore,21
2024-05-21,Cuddalore,30
2024-05-22,Cuddalore,36
2024-05-23,Cuddalore,70
2024-05-24,Cuddalore,43
2024-05-25,Cuddalore,42
2024-05-26,Cuddalore,59
2024-05-27,Cuddalore,56
2024-05-28,Cuddalore,56
2024-05-29,Cuddalore,44
2024-05-30,Cuddalore,36
2024-05-31,Cuddalore,43
2024-06-01,Cuddalore,64
2024-06-02,Cuddalore,44
2024-06-03,Cuddalore,40
2024-06-04,Cuddalore,57
2024-06-05,Cuddalore,45
2024-06-07,Cuddalore,23
2024-06-08,Cuddalore,21
2024-06-09,Cuddalore,24
2024-06-10,Cuddalore,26
2024-06-12,Cuddalore,30
2024-06-13,Cuddalore,32
2024-06-14,Cuddalore,36
2024-06-15,Cuddalore,60
2024-06-16,Cuddalore,52
2024-06-17,Cuddalore,52
2024-06-18,Cuddalore,48
2024-06-19,Cuddalore,29
2024-06-20,Cuddalore,32
2024-06-21,Cuddalore,30
2024-06-22,Cuddalore,32
2024-06-23,Cuddalore,29
2024-06-25,Cuddalore,23
2024-06-26,Cuddalore,19
2024-06-27,Cuddalore,32
2024-06-28,Cuddalore,25
2024-06-29,Cuddalore,32
2024-06-30,Cuddalore,38
2024-07-01,Cuddalore,22
2024-07-02,Cuddalore,25
2024-07-03,Cuddalore,21
2024-07-04,Cuddalore,23
2024-07-05,Cuddalore,32
2024-07-06,Cuddalore,30
2024-07-07,Cuddalore,28
2024-07-08,Cuddalore,42
2024-07-09,Cuddalore,36
2024-07-10,Cuddalore,36
2024-07-11,Cuddalore,46
2024-07-12,Cuddalore,43
2024-07-13,Cuddalore,23
2024-07-14,Cuddalore,24
2024-07-15,Cuddalore,21
2024-07-16,Cuddalore,19
2024-07-17,Cuddalore,22
2024-07-18,Cuddalore,24
2024-07-19,Cuddalore,18
2024-07-20,Cuddalore,21
2024-07-21,Cuddalore,42
2024-07-22,Cuddalore,50
2024-07-24,Cuddalore,26
2024-07-25,Cuddalore,22
2024-07-26,Cuddalore,18
2024-07-27,Cuddalore,19
2024-07-28,Cuddalore,22
2024-07-29,Cuddalore,25
2024-07-30,Cuddalore,23
2024-07-31,Cuddalore,30
2024-08-01,Cuddalore,21
2024-08-02,Cuddalore,26
2024-08-03,Cuddalore,42
2024-08-04,Cuddalore,42
2024-08-05,Cuddalore,44
2024-08-06,Cuddalore,35
2024-08-07,Cuddalore,24
2024-08-08,Cuddalore,34
2024-08-09,Cuddalore,24
2024-08-10,Cuddalore,33
2024-08-11,Cuddalore,26
2024-08-12,Cuddalore,32
2024-08-13,Cuddalore,32
2024-08-14,Cuddalore,29
2024-08-15,Cuddalore,17
2024-08-16,Cuddalore,21
2024-08-22,Cuddalore,16
2024-08-23,Cuddalore,38
2024-08-25,Cuddalore,23
2024-08-26,Cuddalore,25
2024-08-27,Cuddalore,23
2024-08-28,Cuddalore,35
2024-08-29,Cuddalore,34
2024-08-30,Cuddalore,17
2024-08-31,Cuddalore,26
2024-09-01,Cuddalore,20
2024-09-02,Cuddalore,28
2024-09-03,Cuddalore,34
2024-09-04,Cuddalore,31
2024-09-05,Cuddalore,35
2024-09-06,Cuddalore,33
2024-09-07,Cuddalore,34
2024-09-08,Cuddalore,34
2024-09-09,Cuddalore,28
2024-09-10,Cuddalore,40
2024-09-11,Cuddalore,32
2024-09-12,Cuddalore,30
2024-09-13,Cuddalore,31
2024-09-14,Cuddalore,32
2024-09-15,Cuddalore,38
2024-09-16,Cuddalore,39
2024-09-17,Cuddalore,32
2024-09-18,Cuddalore,32
2024-09-19,Cuddalore,44
2024-09-20,Cuddalore,42
2024-09-21,Cuddalore,46
2024-09-22,Cuddalore,21
2024-09-23,Cuddalore,34
2024-09-24,Cuddalore,44
2024-09-25,Cuddalore,24
2024-09-26,Cuddalore,31
2024-09-27,Cuddalore,44
2024-09-28,Cuddalore,70
2024-09-29,Cuddalore,34
2024-09-30,Cuddalore,15
2024-10-01,Cuddalore,27
2024-10-02,Cuddalore,9
2024-10-03,Cuddalore,20
2024-10-04,Cuddalore,36
2024-10-05,Cuddalore,32
2024-10-06,Cuddalore,28
2024-10-07,Cuddalore,38
2024-10-08,Cuddalore,57
2024-10-09,Cuddalore,26
2024-10-10,Cuddalore,24
2024-10-11,Cuddalore,26
2024-10-12,Cuddalore,18
2024-10-13,Cuddalore,19
2024-10-14,Cuddalore,22
2024-10-15,Cuddalore,20
2024-10-18,Cuddalore,29
2024-10-19,Cuddalore,48
2024-10-20,Cuddalore,71
2024-10-21,Cuddalore,86
2024-10-22,Cuddalore,205
2024-10-24,Cuddalore,37
2024-10-25,Cuddalore,28
2024-10-26,Cuddalore,46
2024-10-27,Cuddalore,64
2024-10-28,Cuddalore,82
2024-10-29,Cuddalore,59
2024-10-30,Cuddalore,81
2024-10-31,Cuddalore,177
2024-11-01,Cuddalore,246
2024-11-02,Cuddalore,123
2024-11-03,Cuddalore,38
2024-11-05,Cuddalore,50
2024-11-07,Cuddalore,38
2024-11-08,Cuddalore,38
2024-11-09,Cuddalore,29
2024-11-10,Cuddalore,63
2024-11-11,Cuddalore,83
2024-11-12,Cuddalore,75
2024-11-13,Cuddalore,23
2024-11-14,Cuddalore,30
2024-11-15,Cuddalore,32
2024-11-17,Cuddalore,53
2024-11-18,Cuddalore,118
2024-11-21,Cuddalore,29
2024-11-22,Cuddalore,65
2024-11-23,Cuddalore,28
2024-11-24,Cuddalore,47
2024-11-29,Cuddalore,74
2024-11-30,Cuddalore,58
2024-12-04,Cuddalore,64
2024-12-05,Cuddalore,50
2024-12-06,Cuddalore,27
2024-12-07,Cuddalore,30
2024-12-08,Cuddalore,32
2024-12-09,Cuddalore,54
2024-12-10,Cuddalore,78
2024-12-11,Cuddalore,72
2024-12-12,Cuddalore,36
2024-12-13,Cuddalore,55
2024-12-14,Cuddalore,86
2024-12-15,Cuddalore,79
2024-12-16,Cuddalore,156
2024-12-21,Cuddalore,71
2024-12-22,Cuddalore,107
2024-12-23,Cuddalore,95
2024-12-24,Cuddalore,89
2025-01-03,Cuddalore,73
2025-01-04,Cuddalore,112
2025-01-05,Cuddalore,92
2025-01-06,Cuddalore,94
2025-01-07,Cuddalore,87
2025-01-08,Cuddalore,108
2025-01-09,Cuddalore,139
2025-01-10,Cuddalore,138
2025-01-12,Cuddalore,83
2025-01-13,Cuddalore,106
2025-01-14,Cuddalore,55
2025-01-15,Cuddalore,55
2025-01-16,Cuddalore,70
2025-01-17,Cuddalore,104
2025-01-18,Cuddalore,164
2025-01-19,Cuddalore,103
2025-01-20,Cuddalore,91
2025-01-21,Cuddalore,98
2025-01-22,Cuddalore,72
2025-01-23,Cuddalore,77
2025-01-24,Cuddalore,51
2025-01-25,Cuddalore,47
2025-01-26,Cuddalore,59
2025-01-27,Cuddalore,77
2025-01-28,Cuddalore,123
2025-01-29,Cuddalore,151
2025-01-30,Cuddalore,99
2025-01-31,Cuddalore,64
2025-02-01,Cuddalore,34
2025-02-02,Cuddalore,34
2025-02-03,Cuddalore,35
2025-02-04,Cuddalore,42
2025-02-05,Cuddalore,62
2025-02-06,Cuddalore,78
2025-02-07,Cuddalore,57
2025-02-11,Cuddalore,89
2025-02-12,Cuddalore,68
2025-02-13,Cuddalore,57
2025-02-15,Cuddalore,74
2025-02-16,Cuddalore,78
2025-02-17,Cuddalore,86
2025-02-18,Cuddalore,63
2025-02-19,Cuddalore,90
2025-02-20,Cuddalore,93
2025-02-21,Cuddalore,61
2025-02-22,Cuddalore,63
2025-02-23,Cuddalore,46
2025-02-24,Cuddalore,45
2025-02-25,Cuddalore,58
2025-02-26,Cuddalore,76
2025-02-27,Cuddalore,104
2025-02-28,Cuddalore,48
2025-03-01,Cuddalore,43
2025-03-03,Cuddalore,36
2025-03-04,Cuddalore,39
2025-03-05,Cuddalore,46
2025-03-06,Cuddalore,46
2025-03-07,Cuddalore,77
2025-03-08,Cuddalore,82
2025-03-09,Cuddalore,78
2025-03-10,Cuddalore,63
2025-03-11,Cuddalore,51
2025-03-13,Cuddalore,84
2025-03-14,Cuddalore,86
2025-03-15,Cuddalore,81
2025-03-16,Cuddalore,34
2025-03-17,Cuddalore,82
2025-03-18,Cuddalore,23
2025-03-19,Cuddalore,86
2025-03-20,Cuddalore,86
2025-03-21,Cuddalore,50
2025-03-22,Cuddalore,57
2025-03-23,Cuddalore,37
2025-03-26,Cuddalore,71
2025-03-27,Cuddalore,136
2025-03-29,Cuddalore,47
2025-03-30,Cuddalore,48
2025-03-31,Cuddalore,51
2025-04-01,Cuddalore,70
2025-04-02,Cuddalore,56
2025-04-03,Cuddalore,22
2025-04-04,Cuddalore,24
2025-04-05,Cuddalore,46
2025-04-06,Cuddalore,31
2025-04-07,Cuddalore,20
2025-04-10,Cuddalore,22
2025-04-11,Cuddalore,57
2025-04-12,Cuddalore,44
2025-04-13,Cuddalore,43
2025-04-14,Cuddalore,37
2025-04-15,Cuddalore,40
2025-04-16,Cuddalore,25
2025-04-17,Cuddalore,30
2025-04-19,Cuddalore,42
2025-04-20,Cuddalore,35
2025-04-21,Cuddalore,38
2025-04-23,Cuddalore,34
2025-04-24,Cuddalore,38
2025-04-26,Cuddalore,42
2025-04-27,Cuddalore,28
2025-04-28,Cuddalore,23
2025-04-29,Cuddalore,22
2025-04-30,Cuddalore,22
2023-11-02,Cuttack,112
2023-11-03,Cuttack,73
2023-11-04,Cuttack,59
2023-11-05,Cuttack,52
2023-11-06,Cuttack,108
2023-11-07,Cuttack,214
2023-11-08,Cuttack,200
2023-11-09,Cuttack,207
2023-11-10,Cuttack,235
2023-11-11,Cuttack,242
2023-11-12,Cuttack,214
2023-11-13,Cuttack,355
2023-11-14,Cuttack,249
2023-11-15,Cuttack,190
2023-11-16,Cuttack,112
2023-11-17,Cuttack,84
2023-11-18,Cuttack,100
2023-11-19,Cuttack,70
2023-11-20,Cuttack,95
2023-11-21,Cuttack,75
2023-11-22,Cuttack,179
2023-11-23,Cuttack,272
2023-11-24,Cuttack,304
2023-11-25,Cuttack,301
2023-11-26,Cuttack,262
2023-11-27,Cuttack,239
2023-11-28,Cuttack,246
2023-11-29,Cuttack,281
2023-11-30,Cuttack,216
2023-12-01,Cuttack,221
2023-12-02,Cuttack,155
2023-12-03,Cuttack,222
2023-12-05,Cuttack,222
2023-12-06,Cuttack,69
2023-12-07,Cuttack,58
2023-12-08,Cuttack,48
2023-12-09,Cuttack,65
2023-12-10,Cuttack,135
2023-12-11,Cuttack,151
2023-12-12,Cuttack,194
2023-12-13,Cuttack,214
2023-12-14,Cuttack,212
2023-12-15,Cuttack,210
2023-12-16,Cuttack,226
2023-12-17,Cuttack,271
2023-12-18,Cuttack,240
2023-12-19,Cuttack,252
2023-12-20,Cuttack,287
2023-12-21,Cuttack,269
2023-12-22,Cuttack,267
2023-12-23,Cuttack,282
2023-12-24,Cuttack,266
2023-12-25,Cuttack,285
2023-12-26,Cuttack,266
2023-12-27,Cuttack,238
2023-12-28,Cuttack,296
2023-12-29,Cuttack,317
2023-12-30,Cuttack,303
2023-12-31,Cuttack,300
2024-01-01,Cuttack,331
2024-01-02,Cuttack,334
2024-01-03,Cuttack,303
2024-01-04,Cuttack,284
2024-01-05,Cuttack,287
2024-01-06,Cuttack,317
2024-01-07,Cuttack,320
2024-01-08,Cuttack,340
2024-01-09,Cuttack,338
2024-01-10,Cuttack,274
2024-01-11,Cuttack,292
2024-01-12,Cuttack,223
2024-01-13,Cuttack,217
2024-01-14,Cuttack,294
2024-01-15,Cuttack,235
2024-01-16,Cuttack,252
2024-01-17,Cuttack,332
2024-01-18,Cuttack,165
2024-01-19,Cuttack,171
2024-01-20,Cuttack,277
2024-01-21,Cuttack,311
2024-01-22,Cuttack,332
2024-01-23,Cuttack,283
2024-01-24,Cuttack,289
2024-01-25,Cuttack,146
2024-01-26,Cuttack,258
2024-01-27,Cuttack,283
2024-01-28,Cuttack,287
2024-01-29,Cuttack,291
2024-01-30,Cuttack,210
2024-01-31,Cuttack,99
2024-02-01,Cuttack,81
2024-02-02,Cuttack,83
2024-02-03,Cuttack,106
2024-02-04,Cuttack,181
2024-02-05,Cuttack,136
2024-02-06,Cuttack,108
2024-02-07,Cuttack,203
2024-02-08,Cuttack,223
2024-02-09,Cuttack,153
2024-02-10,Cuttack,166
2024-02-11,Cuttack,210
2024-02-12,Cuttack,212
2024-02-13,Cuttack,187
2024-02-14,Cuttack,157
2024-02-15,Cuttack,133
2024-02-16,Cuttack,143
2024-02-17,Cuttack,249
2024-02-18,Cuttack,192
2024-02-19,Cuttack,90
2024-02-20,Cuttack,93
2024-02-21,Cuttack,132
2024-02-22,Cuttack,102
2024-02-23,Cuttack,109
2024-02-24,Cuttack,129
2024-02-25,Cuttack,158
2024-02-26,Cuttack,124
2024-02-27,Cuttack,145
2024-02-28,Cuttack,143
2024-02-29,Cuttack,153
2024-03-01,Cuttack,106
2024-03-02,Cuttack,98
2024-03-03,Cuttack,89
2024-03-04,Cuttack,85
2024-03-05,Cuttack,86
2024-03-06,Cuttack,92
2024-03-07,Cuttack,84
2024-03-08,Cuttack,114
2024-03-09,Cuttack,200
2024-03-10,Cuttack,139
2024-03-11,Cuttack,89
2024-03-12,Cuttack,168
2024-03-13,Cuttack,97
2024-03-14,Cuttack,85
2024-03-15,Cuttack,93
2024-03-16,Cuttack,74
2024-03-17,Cuttack,66
2024-03-18,Cuttack,80
2024-03-19,Cuttack,71
2024-03-20,Cuttack,64
2024-03-21,Cuttack,71
2024-03-22,Cuttack,92
2024-03-23,Cuttack,75
2024-03-24,Cuttack,69
2024-03-25,Cuttack,67
2024-03-26,Cuttack,72
2024-03-27,Cuttack,68
2024-03-28,Cuttack,160
2024-03-29,Cuttack,86
2024-03-30,Cuttack,81
2024-03-31,Cuttack,98
2024-04-01,Cuttack,100
2024-04-02,Cuttack,84
2024-04-03,Cuttack,82
2024-04-04,Cuttack,71
2024-04-05,Cuttack,171
2024-04-06,Cuttack,118
2024-04-07,Cuttack,75
2024-04-08,Cuttack,70
2024-04-09,Cuttack,111
2024-04-11,Cuttack,125
2024-04-12,Cuttack,91
2024-04-13,Cuttack,195
2024-04-14,Cuttack,215
2024-04-15,Cuttack,84
2024-04-16,Cuttack,177
2024-04-17,Cuttack,116
2024-04-18,Cuttack,103
2024-04-19,Cuttack,114
2024-04-20,Cuttack,74
2024-04-21,Cuttack,127
2024-04-22,Cuttack,161
2024-04-23,Cuttack,208
2024-04-25,Cuttack,173
2024-04-26,Cuttack,80
2024-04-27,Cuttack,171
2024-04-28,Cuttack,180
2024-04-29,Cuttack,116
2024-04-30,Cuttack,136
2024-05-01,Cuttack,103
2024-05-02,Cuttack,58
2024-05-03,Cuttack,160
2024-05-04,Cuttack,88
2024-05-05,Cuttack,86
2024-05-06,Cuttack,86
2024-05-07,Cuttack,56
2024-05-08,Cuttack,66
2024-05-09,Cuttack,67
2024-05-10,Cuttack,59
2024-05-11,Cuttack,46
2024-05-13,Cuttack,79
2024-05-14,Cuttack,77
2024-05-15,Cuttack,50
2024-05-16,Cuttack,33
2024-05-18,Cuttack,43
2024-05-19,Cuttack,49
2024-05-20,Cuttack,43
2024-05-21,Cuttack,49
2024-05-24,Cuttack,32
2024-05-26,Cuttack,36
2024-05-27,Cuttack,50
2024-05-28,Cuttack,78
2024-05-29,Cuttack,75
2024-05-30,Cuttack,70
2024-05-31,Cuttack,53
2024-06-01,Cuttack,47
2024-06-02,Cuttack,44
2024-06-03,Cuttack,59
2024-06-04,Cuttack,80
2024-06-05,Cuttack,81
2024-06-06,Cuttack,108
2024-06-07,Cuttack,67
2024-06-08,Cuttack,66
2024-06-09,Cuttack,106
2024-06-10,Cuttack,95
2024-06-11,Cuttack,66
2024-06-12,Cuttack,110
2024-06-13,Cuttack,86
2024-06-14,Cuttack,68
2024-06-15,Cuttack,86
2024-06-16,Cuttack,108
2024-06-17,Cuttack,83
2024-06-18,Cuttack,72
2024-06-20,Cuttack,54
2024-06-21,Cuttack,35
2024-06-22,Cuttack,39
2024-06-23,Cuttack,55
2024-06-24,Cuttack,52
2024-06-25,Cuttack,59
2024-06-26,Cuttack,54
2024-06-27,Cuttack,44
2024-06-28,Cuttack,35
2024-06-29,Cuttack,32
2024-06-30,Cuttack,44
2024-07-01,Cuttack,58
2024-07-02,Cuttack,70
2024-07-03,Cuttack,83
2024-07-04,Cuttack,86
2024-07-05,Cuttack,72
2024-07-06,Cuttack,79
2024-07-07,Cuttack,78
2024-07-08,Cuttack,75
2024-07-09,Cuttack,59
2024-07-10,Cuttack,66
2024-07-11,Cuttack,74
2024-07-12,Cuttack,66
2024-07-13,Cuttack,35
2024-07-14,Cuttack,54
2024-07-15,Cuttack,61
2024-07-17,Cuttack,36
2024-07-18,Cuttack,22
2024-07-19,Cuttack,21
2024-07-20,Cuttack,23
2024-07-21,Cuttack,31
2024-07-22,Cuttack,24
2024-07-24,Cuttack,24
2024-07-25,Cuttack,34
2024-07-26,Cuttack,36
2024-07-27,Cuttack,28
2024-07-28,Cuttack,36
2024-07-29,Cuttack,45
2024-07-30,Cuttack,28
2024-07-31,Cuttack,51
2024-08-01,Cuttack,32
2024-08-02,Cuttack,30
2024-08-03,Cuttack,39
2024-08-04,Cuttack,67
2024-08-05,Cuttack,62
2024-08-06,Cuttack,46
2024-08-07,Cuttack,61
2024-08-08,Cuttack,46
2024-08-09,Cuttack,52
2024-08-10,Cuttack,46
2024-08-11,Cuttack,56
2024-08-12,Cuttack,51
2024-08-13,Cuttack,82
2024-08-14,Cuttack,40
2024-08-15,Cuttack,58
2024-08-16,Cuttack,24
2024-08-17,Cuttack,38
2024-08-18,Cuttack,47
2024-08-19,Cuttack,75
2024-08-20,Cuttack,58
2024-08-21,Cuttack,32
2024-08-23,Cuttack,25
2024-08-24,Cuttack,45
2024-08-25,Cuttack,36
2024-08-26,Cuttack,34
2024-08-27,Cuttack,36
2024-08-28,Cuttack,45
2024-08-31,Cuttack,33
2024-09-01,Cuttack,38
2024-09-02,Cuttack,50
2024-09-03,Cuttack,58
2024-09-04,Cuttack,49
2024-09-05,Cuttack,54
2024-09-06,Cuttack,59
2024-09-07,Cuttack,47
2024-09-09,Cuttack,34
2024-09-10,Cuttack,27
2024-09-11,Cuttack,50
2024-09-14,Cuttack,91
2024-09-15,Cuttack,59
2024-09-16,Cuttack,57
2024-09-17,Cuttack,40
2024-09-18,Cuttack,55
2024-09-19,Cuttack,57
2024-09-20,Cuttack,89
2024-09-21,Cuttack,76
2024-09-22,Cuttack,82
2024-09-23,Cuttack,85
2024-09-24,Cuttack,47
2024-09-25,Cuttack,20
2024-09-26,Cuttack,26
2024-09-27,Cuttack,38
2024-09-28,Cuttack,34
2024-09-29,Cuttack,43
2024-09-30,Cuttack,54
2024-10-01,Cuttack,78
2024-10-02,Cuttack,82
2024-10-03,Cuttack,109
2024-10-04,Cuttack,140
2024-10-05,Cuttack,120
2024-10-06,Cuttack,120
2024-10-07,Cuttack,81
2024-10-08,Cuttack,76
2024-10-09,Cuttack,39
2024-10-10,Cuttack,34
2024-10-11,Cuttack,32
2024-10-12,Cuttack,34
2024-10-13,Cuttack,42
2024-10-14,Cuttack,49
2024-10-15,Cuttack,45
2024-10-16,Cuttack,57
2024-10-17,Cuttack,59
2024-10-18,Cuttack,35
2024-10-19,Cuttack,43
2024-10-20,Cuttack,51
2024-10-21,Cuttack,97
2024-10-22,Cuttack,205
2024-10-23,Cuttack,156
2024-10-24,Cuttack,38
2024-10-25,Cuttack,40
2024-10-26,Cuttack,34
2024-10-27,Cuttack,52
2024-10-29,Cuttack,65
2024-10-30,Cuttack,66
2024-10-31,Cuttack,62
2024-11-01,Cuttack,101
2024-11-02,Cuttack,135
2024-11-03,Cuttack,132
2024-11-04,Cuttack,136
2024-11-05,Cuttack,155
2024-11-06,Cuttack,165
2024-11-07,Cuttack,136
2024-11-08,Cuttack,108
2024-11-09,Cuttack,156
2024-11-10,Cuttack,116
2024-11-11,Cuttack,99
2024-11-12,Cuttack,107
2024-11-13,Cuttack,121
2024-11-14,Cuttack,158
2024-11-16,Cuttack,111
2024-11-17,Cuttack,104
2024-11-18,Cuttack,117
2024-11-19,Cuttack,173
2024-11-20,Cuttack,189
2024-11-21,Cuttack,157
2024-11-22,Cuttack,154
2024-11-23,Cuttack,206
2024-11-24,Cuttack,211
2024-11-25,Cuttack,207
2024-11-26,Cuttack,209
2024-11-27,Cuttack,206
2024-11-28,Cuttack,233
2024-11-29,Cuttack,119
2024-11-30,Cuttack,91
2024-12-01,Cuttack,98
2024-12-02,Cuttack,108
2024-12-03,Cuttack,146
2024-12-04,Cuttack,173
2024-12-05,Cuttack,205
2024-12-06,Cuttack,202
2024-12-07,Cuttack,196
2024-12-08,Cuttack,177
2024-12-09,Cuttack,159
2024-12-10,Cuttack,182
2024-12-11,Cuttack,244
2024-12-13,Cuttack,224
2024-12-14,Cuttack,244
2024-12-15,Cuttack,167
2024-12-16,Cuttack,223
2024-12-17,Cuttack,189
2024-12-18,Cuttack,198
2024-12-19,Cuttack,179
2024-12-20,Cuttack,144
2024-12-21,Cuttack,79
2024-12-22,Cuttack,44
2024-12-24,Cuttack,279
2024-12-25,Cuttack,194
2024-12-26,Cuttack,146
2024-12-27,Cuttack,274
2024-12-28,Cuttack,184
2024-12-29,Cuttack,208
2024-12-30,Cuttack,217
2024-12-31,Cuttack,155
2025-01-02,Cuttack,172
2025-01-03,Cuttack,227
2025-01-04,Cuttack,243
2025-01-05,Cuttack,231
2025-01-06,Cuttack,162
2025-01-07,Cuttack,210
2025-01-08,Cuttack,267
2025-01-09,Cuttack,166
2025-01-10,Cuttack,206
2025-01-11,Cuttack,259
2025-01-12,Cuttack,253
2025-01-13,Cuttack,247
2025-01-14,Cuttack,185
2025-01-16,Cuttack,272
2025-01-17,Cuttack,203
2025-01-18,Cuttack,183
2025-01-19,Cuttack,185
2025-01-20,Cuttack,197
2025-01-22,Cuttack,211
2025-01-23,Cuttack,170
2025-01-24,Cuttack,169
2025-01-25,Cuttack,95
2025-01-26,Cuttack,137
2025-01-27,Cuttack,213
2025-01-28,Cuttack,152
2025-01-29,Cuttack,119
2025-01-30,Cuttack,93
2025-01-31,Cuttack,105
2025-02-03,Cuttack,114
2025-02-05,Cuttack,109
2025-02-06,Cuttack,175
2025-02-07,Cuttack,170
2025-02-08,Cuttack,232
2025-02-09,Cuttack,164
2025-02-10,Cuttack,105
2025-02-11,Cuttack,97
2025-02-12,Cuttack,105
2025-02-13,Cuttack,255
2025-02-14,Cuttack,256
2025-02-15,Cuttack,155
2025-02-16,Cuttack,186
2025-02-17,Cuttack,107
2025-02-18,Cuttack,99
2025-02-19,Cuttack,97
2025-02-20,Cuttack,77
2025-02-21,Cuttack,60
2025-02-22,Cuttack,79
2025-02-23,Cuttack,80
2025-02-24,Cuttack,102
2025-02-25,Cuttack,107
2025-02-26,Cuttack,126
2025-02-28,Cuttack,170
2025-03-01,Cuttack,118
2025-03-02,Cuttack,103
2025-03-03,Cuttack,175
2025-03-04,Cuttack,160
2025-03-05,Cuttack,158
2025-03-06,Cuttack,229
2025-03-07,Cuttack,301
2025-03-08,Cuttack,176
2025-03-09,Cuttack,122
2025-03-10,Cuttack,115
2025-03-11,Cuttack,168
2025-03-12,Cuttack,169
2025-03-14,Cuttack,112
2025-03-16,Cuttack,89
2025-03-17,Cuttack,159
2025-03-18,Cuttack,161
2025-03-19,Cuttack,89
2025-03-20,Cuttack,96
2025-03-21,Cuttack,90
2025-03-22,Cuttack,101
2025-03-23,Cuttack,100
2025-03-24,Cuttack,95
2025-03-25,Cuttack,96
2025-03-26,Cuttack,190
2025-03-27,Cuttack,282
2025-03-28,Cuttack,252
2025-03-29,Cuttack,217
2025-03-30,Cuttack,100
2025-03-31,Cuttack,99
2025-04-01,Cuttack,98
2025-04-02,Cuttack,94
2025-04-03,Cuttack,92
2025-04-04,Cuttack,196
2025-04-05,Cuttack,239
2025-04-06,Cuttack,104
2025-04-07,Cuttack,94
2025-04-08,Cuttack,90
2025-04-09,Cuttack,86
2025-04-10,Cuttack,77
2025-04-11,Cuttack,95
2025-04-12,Cuttack,96
2025-04-13,Cuttack,114
2025-04-14,Cuttack,102
2025-04-15,Cuttack,97
2025-04-16,Cuttack,94
2025-04-17,Cuttack,66
2025-04-18,Cuttack,58
2025-04-19,Cuttack,55
2025-04-20,Cuttack,77
2025-04-21,Cuttack,87
2025-04-22,Cuttack,84
